id1,data_base1,title1,author1,isbn1,title_raw1,author_raw1,isbn_raw1,id2,data_base2,title2,author2,isbn2,title_raw2,author_raw2,isbn_raw2
<http://recif.litterature.org/ontologie/entite/oeuvre/23076>,ILE,florence,['dube marcel'],[],Florence,"['""Dubé, Marcel""']","['""""']",<http://banq.qc.ca/livre/64691>,Depot_legal,florence,['sylvie bouchard'],['978289031359X'],Florence,"['""Sylvie"" ""Bouchard""']","['""289031359X""']"
<http://banq.qc.ca/livre/302012>,Depot_legal,les filles de joie,['lise antunes simoes'],['978289585293X'],Les filles de joie,"['""Lise"" ""Antunes Simoes""']","['""9782895852933""']",<http://recif.litterature.org/ontologie/entite/oeuvre/6081>,ILE,les filles de caleb,['cousture arlette'],[],Les Filles de Caleb,"['""Cousture, Arlette""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/5281>,ILE,la guerre yes sir,['carrier roch'],[],"La guerre, yes sir","['""Carrier, Roch""']","['""""']",<http://banq.qc.ca/livre/217403>,Depot_legal,la guerre des epis,['fredrick anterny'],['978289633089X'],La guerre des épis,"['""Fredrick"" ""D\'Anterny""']","['""9782896330898""']"
<http://banq.qc.ca/livre/10176>,Depot_legal,le livre des nombres,['keith faulkner'],['978276257258X'],Le livre des nombres,"['""Keith"" ""Faulkner""']","['""2762572584""']",<http://recif.litterature.org/ontologie/entite/oeuvre/7351>,ILE,le livre des momies,['fortin celyne'],[],Le livre des momies,"['""Fortin, Célyne""']","['""""']"
<http://www.sogides.com/livre/399124>,ADP,reperes du silence,['germaine beaulieu'],['978289648046X'],Repères du silence,"['""Germaine Beaulieu""']","['""9782896480463""']",<http://banq.qc.ca/livre/69396>,Depot_legal,rivages du silence,['robert lalonde'],[],Rivages du silence,"['""Robert"" ""Lalonde""']",[]
<http://banq.qc.ca/livre/219392>,Depot_legal,zazou,['valerie perreault'],['978289595322X'],Zazou,"['""Valérie"" ""Perreault""']","['""9782895953227""']",<http://recif.litterature.org/ontologie/entite/oeuvre/7242>,ILE,cazou,['ferron jacques'],[],Cazou,"['""Ferron, Jacques""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/26768>,ILE,l heure mauve,['blanchet michele'],[],L'heure mauve,"['""Blanchet, Michèle""']","['""""']",<http://banq.qc.ca/livre/254885>,Depot_legal,l heure mauve,['andree condamin'],['978292338249X'],L'heure mauve,"['""Andrée"" ""Condamin""']","['""9782923382494""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4326>,ILE,le libraire,['bessette gerard'],[],Le libraire,"['""Bessette, Gérard""']","['""""']",<http://banq.qc.ca/livre/196399>,Depot_legal,la librairie,['marie-josee bastien'],['978289502230X'],La librairie,"['""Marie-Josée"" ""Bastien""']","['""9782895022305""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4437>,ILE,l insoumise,['blais marie-claire'],[],L'insoumise,"['""Blais, Marie-Claire""']","['""""']",<http://banq.qc.ca/livre/299041>,Depot_legal,l insoumise,['laurent chabin'],"['978289435568X', '978289435610X', '978289435639X']",L'insoumise,"['""Laurent"" ""Chabin""']","['""9782894355688""', '""9782894356104""', '""9782894356395""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4437>,ILE,l insoumise,['blais marie-claire'],[],L'insoumise,"['""Blais, Marie-Claire""']","['""""']",<http://banq.qc.ca/livre/134313>,Depot_legal,l insoumise,['celine larouche'],['978298036553X'],L'insoumise,"['""Céline"" ""Larouche""']","['""298036553X""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4437>,ILE,l insoumise,['blais marie-claire'],[],L'insoumise,"['""Blais, Marie-Claire""']","['""""']",<http://banq.qc.ca/livre/298205>,Depot_legal,l insoumise,['antonio villeneuve'],['978292336548X'],L'insoumise,"['""Antonio"" ""Villeneuve""']","['""9782923365480""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4437>,ILE,l insoumise,['blais marie-claire'],[],L'insoumise,"['""Blais, Marie-Claire""']","['""""']",<http://banq.qc.ca/livre/300550>,Depot_legal,l insoumise,['laurent chabin'],"['978289435639X', '978289435568X', '978289435610X']",L'insoumise,"['""Laurent"" ""Chabin""']","['""9782894356395""', '""9782894355688""', '""9782894356104""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4437>,ILE,l insoumise,['blais marie-claire'],[],L'insoumise,"['""Blais, Marie-Claire""']","['""""']",<http://banq.qc.ca/livre/225681>,Depot_legal,l insoumise,['francine forget'],['978276212962X'],L'insoumise,"['""Francine"" ""Forget""']","['""9782762129625""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/4437>,ILE,l insoumise,['blais marie-claire'],[],L'insoumise,"['""Blais, Marie-Claire""']","['""""']",<http://banq.qc.ca/livre/275560>,Depot_legal,l insoumise,['laurent chabin'],"['978289435639X', '978289435610X', '978289435568X']",L'insoumise,"['""Laurent"" ""Chabin""']","['""9782894356395""', '""9782894356104""', '""9782894355688""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/26443>,ILE,le bonhomme de neige,['paradis raymond'],[],Le bonhomme de neige,"['""Paradis, Raymond""']","['"" Br.""']",<http://banq.qc.ca/livre/56860>,Depot_legal,le bonhomme de neige,['john patience'],['978276250692X'],Le bonhomme de neige,"['""John"" ""Patience""']","['""2762506921""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/26443>,ILE,le bonhomme de neige,['paradis raymond'],[],Le bonhomme de neige,"['""Paradis, Raymond""']","['"" Br.""']",<http://banq.qc.ca/livre/134914>,Depot_legal,le bonhomme de neige,['catherine shoolbred'],['978276251756X'],Le bonhomme de neige,"['""Catherine"" ""Shoolbred""']","['""2762517567""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/28280>,ILE,annabelle,['laberge marie'],['978276460076X'],Annabelle,"['""Laberge, Marie""']","['""9782764600764 (br.)""']",<http://banq.qc.ca/livre/258349>,Depot_legal,annabel lee,['edgar allan poe'],[],Annabel Lee,"['""Edgar Allan"" ""Poe""']",[]
<http://banq.qc.ca/livre/21372>,Depot_legal,la derniere escale,['gilberte leblanc-gilbert'],['978298043100X'],La dernière escale,"['""Gilberte"" ""LeBlanc-Gilbert""']","['""2980431001""']",<http://recif.litterature.org/ontologie/entite/oeuvre/18714>,ILE,la derniere scene,['mathieu pierre'],[],La dernière scène,"['""Mathieu, Pierre""']","['""""']"
<http://banq.qc.ca/livre/120330>,Depot_legal,poemes ii,['jeannine pare st-hilaire'],['978298075780X'],Poèmes II,"['""Jeannine"" ""Paré St-Hilaire""']","['""2980757802""']",<http://recif.litterature.org/ontologie/entite/oeuvre/10854>,ILE,poemes sic,['nelligan emile'],[],Poémes [sic],"['""Nelligan, Émile""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/12369>,ILE,la montagne secrete,['roy gabrielle'],[],La montagne secrète,"['""Roy, Gabrielle""']","['""""']",<http://banq.qc.ca/livre/243424>,Depot_legal,la montagne sacree,['francois tardif'],['978292313618X'],La montagne sacrée,"['""François"" ""Tardif""']","['""9782923136189""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/15378>,ILE,les patins,['rousseau normand'],[],Les patins,"['""Rousseau, Normand""']","['""""']",https://www.babelio.com/livres/Girard-II-Les-ravins/169877,Babelio,les ravins,['philippe girard'],['978292282739X'], Les ravins ,[['Philippe  Girard (II)']],['9782922827392']
<http://recif.litterature.org/ontologie/entite/oeuvre/15378>,ILE,les patins,['rousseau normand'],[],Les patins,"['""Rousseau, Normand""']","['""""']",<http://banq.qc.ca/livre/211182>,Depot_legal,les ravins,['philippe girard'],['978292282739X'],Les ravins,"['""Philippe"" ""Girard""']","['""9782922827392""']"
<http://banq.qc.ca/livre/397218>,Depot_legal,la petite bergere,['sylvie roberge'],['978289739824X'],La petite bergère,"['""Sylvie"" ""Roberge""']","['""9782897398248""']",<http://recif.litterature.org/ontologie/entite/oeuvre/21879>,ILE,la petite ecuyere,['gingras charlotte'],[],La petite écuyère,"['""Gingras, Charlotte""']","['""""']"
<http://banq.qc.ca/livre/8394>,Depot_legal,appels anonymes,['l stine'],['978276257889X'],Appels anonymes,"['""R.L."" ""Stine""']","['""2762578892""']",<http://recif.litterature.org/ontologie/entite/oeuvre/13710>,ILE,appels anonymes,['warnant-cote marie-andree'],[],Appels anonymes,"['""Warnant-Côté, Marie-Andrée""']","['""""']"
<http://banq.qc.ca/livre/118296>,Depot_legal,traces,['florence tormey'],['978092188416X'],Traces,"['""Florence"" ""Tormey""']","['""0921884168""']",<http://recif.litterature.org/ontologie/entite/oeuvre/29258>,ILE,traces,['laforge christiane'],[],Traces,"['""Laforge, Christiane""']","['""""']"
<http://www.sogides.com/livre/364731>,ADP,a fleur de peau,['martin laliberte'],['978276401763X'],Ã fleur de peau,"['""Martin Laliberté""']","['""9782764017630""']",<http://recif.litterature.org/ontologie/entite/oeuvre/11077>,ILE,la fleur de peau,['ouvrard helene'],[],La fleur de peau,"['""Ouvrard, Hélène""']","['""""']"
<http://banq.qc.ca/livre/110368>,Depot_legal,amours delices et orgues,['marianne hubert'],['978292207515X'],Amours délices et orgues,"['""Marianne"" ""Hubert""']","['""292207515X""']",<http://recif.litterature.org/ontologie/entite/oeuvre/22596>,ILE,amour delice et orgie,['sylvestre paul-francois'],[],"Amour, délice et orgie","['""Sylvestre, Paul-François""']","['""""']"
<http://banq.qc.ca/livre/42047>,Depot_legal,la vengeance d un pere,['pan bouyoucas'],['978289111726X'],La vengeance d'un père,"['""Pan"" ""Bouyoucas""']","['""2891117263""']",<http://recif.litterature.org/ontologie/entite/oeuvre/13235>,ILE,la vengeance de la mer,['theriault yves'],[],La vengeance de la mer,"['""Thériault, Yves""']","['""""']"
<http://banq.qc.ca/livre/412758>,Depot_legal,le bateau fantome,['karine vienneau'],['978298161662X'],Le bateau fantôme /,"['""Karine"" ""Vienneau""']","['""9782981616623""']",<http://recif.litterature.org/ontologie/entite/oeuvre/27172>,ILE,le bateau fantome,['roy rejean'],[],Le bateau fantôme,"['""Roy, Réjean""']","['""""']"
<http://banq.qc.ca/livre/412758>,Depot_legal,le bateau fantome,['karine vienneau'],['978298161662X'],Le bateau fantôme /,"['""Karine"" ""Vienneau""']","['""9782981616623""']",<http://recif.litterature.org/ontologie/entite/oeuvre/7528>,ILE,le drapeau fantome,['frechette louis'],[],Le Drapeau fantôme,"['""Fréchette, Louis""']","['""""']"
<http://banq.qc.ca/livre/47710>,Depot_legal,le neant quotidien,['zoe valdes'],"['978276091542X', '978274270482X']",Le néant quotidien,"['""Zoé"" ""Valdés""']","['""2760915425""', '""2742704825""']",<http://recif.litterature.org/ontologie/entite/oeuvre/3969>,ILE,le pain quotidien,['beaulieu michel'],[],Le Pain quotidien,"['""Beaulieu, Michel""']","['""""']"
<http://banq.qc.ca/livre/402882>,Depot_legal,perles de silence,['louise gelineau'],['978292436655X'],Perles de silence,"['""Louise"" ""Gélineau""']","['""9782924366554""']",<http://recif.litterature.org/ontologie/entite/oeuvre/19425>,ILE,eclats de silence,['phelps anthony'],[],Eclats de silence,"['""Phelps, Anthony""']","['""br""']"
<http://banq.qc.ca/livre/136627>,Depot_legal,la chasse aux monstres,['leo-james levesque'],['978276131333X'],La chasse aux monstres,"['""Léo-James"" ""Lévesque""']","['""276131333X""']",<http://recif.litterature.org/ontologie/entite/oeuvre/11144>,ILE,la chasse aux autres,['paradis suzanne'],[],La chasse aux autres,"['""Paradis, Suzanne""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/20218>,ILE,le cadeau,['de pasquale dominique'],['978289045614X'],Le Cadeau,"['""De Pasquale, Dominique""']","['""2890456145 (br.)""']",<http://banq.qc.ca/livre/166853>,Depot_legal,le cadeau,['yves pelletier'],[],Le cadeau,"['""Yves"" ""Pelletier""']",[]
<http://recif.litterature.org/ontologie/entite/oeuvre/22882>,ILE,le cadeau,['filion nicole'],['978289583128X'],Le cadeau,"['""Filion, Nicole""']","['""2-89583-128-9 (br.)""']",<http://banq.qc.ca/livre/166853>,Depot_legal,le cadeau,['yves pelletier'],[],Le cadeau,"['""Yves"" ""Pelletier""']",[]
<http://www.sogides.com/livre/447355>,ADP,la voix du silence,['jano bergeron'],['978289703379X'],La voix du silence,"['""Jano Bergeron""']","['""9782897033798""']",<http://recif.litterature.org/ontologie/entite/oeuvre/29875>,ILE,voix du silence,['benfares mostafa'],[],Voix du silence,"['""Benfares, Mostafa""']","['""""']"
<http://banq.qc.ca/livre/282800>,Depot_legal,la vengeance du vampire,['ginette dessureault'],['978289595657X'],La vengeance du vampire,"['""Ginette"" ""Dessureault""']","['""9782895956570""']",<http://recif.litterature.org/ontologie/entite/oeuvre/13709>,ILE,la vengeance du fantome,['warnant-cote marie-andree'],[],La vengeance du fantôme,"['""Warnant-Côté, Marie-Andrée""']","['""""']"
https://www.babelio.com/livres/Godard-La-porte/355589,Babelio,la porte,['marc godard'],['978292034075X'], La porte  ,[['Marc  Godard']],['9782920340756'],<http://recif.litterature.org/ontologie/entite/oeuvre/9106>,ILE,la morte,['dube rodolphe'],[],La Morte,"['""Dubé, Rodolphe""']","['""""']"
<http://banq.qc.ca/livre/134919>,Depot_legal,les couleurs,['gerald hawksley'],['978276251837X'],Les couleurs,"['""Gerald"" ""Hawksley""']","['""2762518377""']",<http://recif.litterature.org/ontologie/entite/oeuvre/4210>,ILE,les voleurs,['benoit jacques'],[],Les voleurs,"['""Benoit, Jacques""']","['""""']"
<http://banq.qc.ca/livre/181101>,Depot_legal,l histoire de mali,['ginette legendre'],['978289627024X'],L'histoire de Mali,"['""Ginette"" ""Legendre""']","['""2896270248""']",<http://recif.litterature.org/ontologie/entite/oeuvre/18622>,ILE,l histoire de noël,['de vailly corinne'],[],L'histoire de Noël,"['""De Vailly, Corinne""']","['""""']"
<http://banq.qc.ca/livre/179373>,Depot_legal,ressac,['nada kerpan'],['978292034247X'],Ressac,"['""Nada"" ""Kerpan""']","['""2920342479""']",<http://recif.litterature.org/ontologie/entite/oeuvre/13628>,ILE,ressacs,['vigneault gilles'],[],Ressacs,"['""Vigneault, Gilles""']","['""""']"
<http://banq.qc.ca/livre/179373>,Depot_legal,ressac,['nada kerpan'],['978292034247X'],Ressac,"['""Nada"" ""Kerpan""']","['""2920342479""']",<http://recif.litterature.org/ontologie/entite/oeuvre/18690>,ILE,ressac,['mathieu pierre'],[],Ressac,"['""Mathieu, Pierre""']","['"" Br.""']"
<http://banq.qc.ca/livre/100512>,Depot_legal,les heures sauvages,['bruno roy'],['978289261303X'],Les heures sauvages,"['""Bruno"" ""Roy""']","['""2892613035""']",<http://recif.litterature.org/ontologie/entite/oeuvre/14362>,ILE,les heures sauvages,['chaput-rolland solange'],[],Les heures sauvages,"['""Chaput-Rolland, Solange""']","['""""']"
<http://banq.qc.ca/livre/100512>,Depot_legal,les heures sauvages,['bruno roy'],['978289261303X'],Les heures sauvages,"['""Bruno"" ""Roy""']","['""2892613035""']",<http://recif.litterature.org/ontologie/entite/oeuvre/7289>,ILE,les roses sauvages,['ferron jacques'],[],Les roses sauvages,"['""Ferron, Jacques""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13726>,ILE,amour fou,['warnant-cote marie-andree'],[],Amour fou,"['""Warnant-Côté, Marie-Andrée""']","['""""']",<http://banq.qc.ca/livre/43012>,Depot_legal,amour fou,['a bates'],['978276258603X'],Amour fou,"['""A."" ""Bates""']","['""2762586038""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13726>,ILE,amour fou,['warnant-cote marie-andree'],[],Amour fou,"['""Warnant-Côté, Marie-Andrée""']","['""""']",https://www.babelio.com/livres/Legault-Amourcom/184845,Babelio,amour com,['michel legault'],[], Amour.com ,[['Michel  Legault']],[]
<http://recif.litterature.org/ontologie/entite/oeuvre/13726>,ILE,amour fou,['warnant-cote marie-andree'],[],Amour fou,"['""Warnant-Côté, Marie-Andrée""']","['""""']",<http://banq.qc.ca/livre/191027>,Depot_legal,amour com,['michel legault'],['978289455247X'],Amour.com,"['""Michel"" ""Legault""']","['""9782894552476""']"
<http://banq.qc.ca/livre/242518>,Depot_legal,invisible,['paul auster'],"['978276092978X', '978274278920X']",Invisible,"['""Paul"" ""Auster""']","['""9782760929784""', '""9782742789207""']",<http://recif.litterature.org/ontologie/entite/oeuvre/9700>,ILE,l invisible,['lasnier rina'],[],L'invisible,"['""Lasnier, Rina""']","['""""']"
<http://banq.qc.ca/livre/388699>,Depot_legal,les aventures de ti-paul,['norbert brassard'],['978298147003X'],Les aventures de Ti-Paul,"['""Norbert"" ""Brassard""']","['""9782981470034""']",<http://recif.litterature.org/ontologie/entite/oeuvre/13107>,ILE,les aventures de ti-jean,['theriault yves'],[],Les Aventures de Ti-Jean,"['""Thériault, Yves""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/8971>,ILE,maria chapdelaine,['hemon louis'],[],Maria Chapdelaine,"['""Hémon, Louis""']","['""""']",<http://banq.qc.ca/livre/283743>,Depot_legal,maria chapdelaine,['rosette laberge'],['978289585164X'],Maria Chapdelaine,"['""Rosette"" ""Laberge""']","['""9782895851646""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/8971>,ILE,maria chapdelaine,['hemon louis'],[],Maria Chapdelaine,"['""Hémon, Louis""']","['""""']",<http://www.sogides.com/livre/375676>,ADP,maria chapdelaine,"['jennifer tremblay', 'francesc rovira']",['978292334293X'],Maria Chapdelaine,"['""Jennifer Tremblay""', '""Francesc Rovira""']","['""9782923342931""']"
<http://banq.qc.ca/livre/77203>,Depot_legal,continents a la derive,['russell banks'],"['978276091583X', '978274270130X']",Continents à la dérive,"['""Russell"" ""Banks""']","['""2760915832""', '""2742701303""']",<http://recif.litterature.org/ontologie/entite/oeuvre/21202>,ILE,un continente a la deriva,['beaumier jean-paul'],[],Un continente  a la deriva ?,"['""Beaumier, Jean-Paul""']","['""""']"
<http://banq.qc.ca/livre/357840>,Depot_legal,la fin de la terre,['emmanuel desrosiers'],['978289406381X'],La fin de la Terre,"['""Emmanuel"" ""Desrosiers""']","['""9782894063811""']",<http://recif.litterature.org/ontologie/entite/oeuvre/12445>,ILE,le lien de la terre,['royer jean'],[],Le lien de la terre,"['""Royer, Jean""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/9660>,ILE,le premier mot,['lapointe gatien'],[],Le Premier mot,"['""Lapointe, Gatien""']","['""""']",<http://banq.qc.ca/livre/13572>,Depot_legal,le premier noël,['diana pointer'],['978276257362X'],Le premier Noël,"['""Diana"" ""Pointer""']","['""2762573629""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/9660>,ILE,le premier mot,['lapointe gatien'],[],Le Premier mot,"['""Lapointe, Gatien""']","['""""']",<http://banq.qc.ca/livre/48828>,Depot_legal,le premier ete,['maryline desbiolles'],"['978289018994X', '978290976704X']",Le premier été,"['""Maryline"" ""Desbiolles""']","['""2890189945""', '""2909767043""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/9660>,ILE,le premier mot,['lapointe gatien'],[],Le Premier mot,"['""Lapointe, Gatien""']","['""""']",<http://banq.qc.ca/livre/239328>,Depot_legal,le premier jour,['marc levy'],['978289430967X'],Le premier jour,"['""Marc"" ""Levy""']","['""9782894309674""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/9660>,ILE,le premier mot,['lapointe gatien'],[],Le Premier mot,"['""Lapointe, Gatien""']","['""""']",<http://banq.qc.ca/livre/161336>,Depot_legal,le premier noël,['elena temporin'],"['978074606863X', '978276252355X']",Le premier Noël,"['""Elena"" ""Temporin""']","['""0746068638""', '""2762523559""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/9660>,ILE,le premier mot,['lapointe gatien'],[],Le Premier mot,"['""Lapointe, Gatien""']","['""""']",<http://banq.qc.ca/livre/250812>,Depot_legal,le premier jour,['robert soulieres'],['978289540488X'],Le premier jour,"['""Robert"" ""Soulières""']","['""9782895404880""']"
<http://banq.qc.ca/livre/47624>,Depot_legal,le passager,['patrick senecal'],['978289430253X'],Le passager,"['""Patrick"" ""Senécal""']","['""2894302533""']",<http://recif.litterature.org/ontologie/entite/oeuvre/25036>,ILE,le passage,['petrowski minou'],[],Le passage,"['""Petrowski, Minou""']","['""""']"
<http://banq.qc.ca/livre/47624>,Depot_legal,le passager,['patrick senecal'],['978289430253X'],Le passager,"['""Patrick"" ""Senécal""']","['""2894302533""']",<http://recif.litterature.org/ontologie/entite/oeuvre/11628>,ILE,le passage,['proulx monique'],[],Le Passage,"['""Proulx, Monique""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/22696>,Depot_legal,poemes,['sylvain riviere'],['978276013423X'],Poèmes,"['""Sylvain"" ""Rivière""']","['""2760134237""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/120592>,Depot_legal,poemes,['alain grandbois'],['978289006704X'],Poèmes,"['""Alain"" ""Grandbois""']","['""2890067041""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://www.sogides.com/livre/142905>,ADP,poemes,['alain grandbois'],['978289006156X'],Poèmes,"['""Alain Grandbois""']","['""9782890061569""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/164794>,Depot_legal,poemes,['marie uguay'],['978276460421X'],Poèmes,"['""Marie"" ""Uguay""']","['""2764604211""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://www.sogides.com/livre/143088>,ADP,poemes,['gemma tremblay'],['978289006339X'],Poèmes,"['""Gemma Tremblay""']","['""9782890063396""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/163446>,Depot_legal,poemes,['paul jolit'],['978289612041X'],Poèmes,"['""Paul"" ""Jolit""']","['""2896120416""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/150082>,Depot_legal,poemes,['marie uguay'],['978276460376X'],Poèmes,"['""Marie"" ""Uguay""']","['""2764603762""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/96481>,Depot_legal,poemes,['jacques brault'],['978289018455X'],Poèmes,"['""Jacques"" ""Brault""']","['""2890184552""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/208524>,Depot_legal,poemes,['-x garneau'],['978289518271X'],Poèmes,"['""F.-X."" ""Garneau""']","['""9782895182719""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",https://www.babelio.com/livres/Cyr-Poemes-1968-1994/369407,Babelio,poemes,['gilles cyr'],['978289295252X'], Poemes (1968-1994) ,[['Gilles  Cyr']],['9782892952520']
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/90585>,Depot_legal,poëmes,['alain grandbois'],['978289006643X'],Poëmes,"['""Alain"" ""Grandbois""']","['""2890066436""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/389371>,Depot_legal,poemes,['-x garneau'],['978289518271X'],Poèmes,"['""F.-X."" ""Garneau""']","['""9782895182719""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/195756>,Depot_legal,poemes,['mahler'],"['978292258542X', '978292258542X']",Poèmes,['mahler'],"['""9782922585421""', '""2922585425""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://www.sogides.com/livre/356132>,ADP,poemes,['gilles cyr'],['978289295252X'],Poèmes (1968-1994),"['""Gilles Cyr""']","['""9782892952520""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10150>,ILE,poëmes,['loranger jean-aubert'],[],Poëmes,"['""Loranger, Jean-Aubert""']","['""""']",<http://banq.qc.ca/livre/5504>,Depot_legal,poemes,['marie uguay'],['978289018310X'],Poèmes,"['""Marie"" ""Uguay""']","['""2890183106""']"
https://www.babelio.com/livres/Blais-Une-saison-dans-la-vie-dEmmanuel/93966,Babelio,une saison dans la vie d emmanuel,['marie-claire blais'],['978289052366X'], Une saison dans la vie d'Emmanuel ,[[' Marie-Claire  Blais']],['9782890523661'],<http://recif.litterature.org/ontologie/entite/oeuvre/4507>,ILE,une saison dans la vie d emmanuel,['meigs mary'],[],Une saison dans la vie d'Emmanuel,"['""Meigs, Mary""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/20026>,ILE,mascarade,['cloutier laure'],[],Mascarade,"['""Cloutier, Laure""']","['"" (Br.)""']",<http://banq.qc.ca/livre/376754>,Depot_legal,mascarade,['stanley pean'],"['978289651901X', '978289695095X']",Mascarade,"['""Stanley"" ""Péan""']","['""9782896519019""', '""9782896950959""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/20026>,ILE,mascarade,['cloutier laure'],[],Mascarade,"['""Cloutier, Laure""']","['"" (Br.)""']",<http://www.sogides.com/livre/306175>,ADP,mascarade,['janet dailey'],['978289111479X'],Mascarade,"['""Janet Dailey""']","['""9782891114790""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/20026>,ILE,mascarade,['cloutier laure'],[],Mascarade,"['""Cloutier, Laure""']","['"" (Br.)""']",<http://banq.qc.ca/livre/138038>,Depot_legal,mascarade,['raymond beaulieu'],['978292149378X'],Mascarade,"['""Raymond"" ""Beaulieu""']","['""2921493780""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/20026>,ILE,mascarade,['cloutier laure'],[],Mascarade,"['""Cloutier, Laure""']","['"" (Br.)""']",<http://banq.qc.ca/livre/165133>,Depot_legal,maskarade,['richard petit'],['978289595157X'],Maskarade,"['""Richard"" ""Petit""']","['""2895951578""']"
https://www.babelio.com/livres/Gagnon-La-reparation/283932,Babelio,la reparation,['katia gagnon'],['978276462089X'], La réparation ,[['Katia  Gagnon']],['9782764620892'],<http://recif.litterature.org/ontologie/entite/oeuvre/12700>,ILE,la separation,['simard jean'],[],La séparation,"['""Simard, Jean""']","['""""']"
<http://banq.qc.ca/livre/81067>,Depot_legal,le mangeur de brume,['marie-andree dufresne'],['978289539054X'],Le mangeur de brume,"['""Marie-Andrée"" ""Dufresne""']","['""2895390541""']",<http://recif.litterature.org/ontologie/entite/oeuvre/5609>,ILE,le mangeur de neige,['chatillon pierre'],[],Le mangeur de neige,"['""Chatillon, Pierre""']","['""""']"
